,Approximate Entropy: m=3 r=0.7,Conduction Delay: set_thresh=False,Energy Ratio by Chunks: num_segments=10 segment_focus=2,Index Mass Quantile: q=0.6,Label 1,Label 2,Location of Maximum Energy: M=14,Maximum Absolute Value,Normalised Standard Deviation,Number of Peaks: set_thresh=False,Number of Peaks: set_thresh=True,Peaks Between Min and Max,Percentage Fractionation: thresh=0.01,Power Spectral Entropy,Power Spectral Entropy Around Maximum Energy,Ratio Beyond 5xSTD,Sample Entropy Around Max Energy: width=60 r=0.025,Spectral Centroid,Spectral Centroid Around Maximum Energy,Standard Deviation
325,-0.04100199714458641,-9,-0.006649801902188845,-0.06666666666666665,0,0,-9,13840.0,0.029391027130830805,0,0,0,-3.333333333333335,0.3438015864281474,0.605175843366573,-0.013333333333333334,-0.11392877551820804,3.2282572762885913,0.7904078507189727,0.0289967556203585
326,-0.03381260847389478,-10,-0.006763536585155323,-0.06666666666666665,0,0,-11,13840.0,0.051148241576479736,1,0,0,-4.000000000000001,0.5513735956777661,0.3895517265384445,-0.013333333333333334,-0.12198331866804857,6.853692794743036,0.5024265076851258,0.05075424673409418
327,-0.02542737867359912,-10,-0.006577180229780233,-0.07333333333333332,0,0,-9,13840.0,0.04191551357164028,0,0,0,-4.000000000000001,0.5474364932277012,-0.05158370646141286,-0.013333333333333334,-0.03669449496639782,7.116244025738098,-0.6255736978005868,0.041523474765728374
328,-0.02634471737444133,-16,-0.10199805631779003,-0.78,0,0,-126,6366.0,-0.015955112009707034,-2,0,0,-2.0000000000000004,0.909235495736135,2.148021214501715,0.0,0.09679575247808234,3.8119063312809462,2.690130991325706,-0.016816296513305656
329,-0.04114052420881581,-12,-0.0035545741525310143,-0.10666666666666666,0,0,-13,-1983.0,-0.004811424179000656,0,0,0,-2.666666666666667,0.774854825369633,0.6885742777335504,0.0,-0.05758382648541241,6.269984839372665,0.47930309471886856,-0.004729226413167975
330,-0.029956008548859492,-12,-0.003613471106842015,-0.1,0,0,-13,-4698.0,0.015056644214648252,2,0,0,1.9999999999999991,0.7561776470112922,0.746699441408968,-0.006666666666666667,-0.004671485826786614,6.981419625767302,0.9580033013446045,0.014996470614389523
331,-0.040552718036454216,-13,-0.003229198134001305,-0.09333333333333334,0,0,-13,-6750.0,0.009487658494342854,2,0,0,1.9999999999999991,0.7245296508887784,0.630408525935902,-0.006666666666666667,0.015994572237710697,6.77061488478537,0.972814522236845,0.009593616027264329
332,-0.04089107518319979,-12,-0.003508419649172285,-0.08,0,0,-13,-8013.0,0.023299136724972497,1,0,1,-0.666666666666667,0.8850872963429555,0.974881402862442,-0.006666666666666667,0.17067170640721496,8.663291294468777,1.7101440003141755,0.022678259293517106
333,-0.023766128398929998,-11,-0.00046851687174964544,-0.04666666666666666,0,0,-9,-7756.0,0.056173894673536395,2,0,0,6.666666666666668,-0.45359394872276937,-0.326699862473145,-0.006666666666666667,-0.07301864742726692,-1.2810578224469715,-0.1980909043377368,0.05617381676539199
334,-0.03373520370452088,-12,-0.0005146789490365032,-0.04666666666666666,0,0,-9,-9455.0,0.06257783865458008,2,0,0,6.666666666666668,-0.2782716185177163,-1.434370645673721,-0.013333333333333334,-0.008454033320444795,-0.2625545096481474,-1.9948780541645559,0.06257875717928724
